Pokemon Id,Pokedex Number,Pokemon Name,Alternate Form Name,Pokemon Weight,Primary Type,Secondary Type,Primary Ability,Secondary Ability,Hidden Ability,Special Event Ability,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Pre-Evolution Pokemon Id,Evolution Details
129,129,Magikarp,NULL,10,Water,NULL,Swift Swim,NULL,Rattled,NULL,20,10,55,15,20,80,200,NULL,NULL
130,130,Gyarados,NULL,235,Water,Flying,Intimidate,NULL,Moxie,NULL,95,125,79,60,100,81,540,225,Level 20
2154,130,Gyarados,Mega,305,Water,Dark,Mold Breaker,NULL,NULL,NULL,95,155,109,70,130,81,640,NULL,NULL
131,131,Lapras,NULL,220,Water,Ice,Water Absorb,Shell Armor,Hydration,NULL,130,85,80,85,95,60,535,NULL,NULL
2155,131,Lapras,Gigantamax,0,Water,Ice,Water Absorb,Shell Armor,Hydration,NULL,130,85,80,85,95,60,535,NULL,NULL
132,132,Ditto,NULL,4,Normal,NULL,Limber,NULL,Imposter,NULL,48,48,48,48,48,48,288,NULL,NULL
133,133,Eevee,NULL,6.5,Normal,NULL,Run Away,Adaptability,Anticipation,NULL,55,55,50,45,65,55,325,NULL,NULL
2157,133,Eevee,Starter,6.5,Normal,NULL,Run Away,Adaptability,Anticipation,NULL,65,75,70,65,85,75,435,NULL,NULL
2158,133,Eevee,Gigantamax,0,Normal,NULL,Run Away,Adaptability,Anticipation,NULL,55,55,50,45,65,55,325,NULL,NULL
134,134,Vaporeon,NULL,29,Water,NULL,Water Absorb,NULL,Hydration,NULL,130,65,60,110,95,65,525,228,Water Stone
135,135,Jolteon,NULL,24.5,Electric,NULL,Volt Absorb,NULL,Quick Feet,NULL,65,65,60,110,95,130,525,228,Thunder Stone
136,136,Flareon,NULL,25,Fire,NULL,Flash Fire,NULL,Guts,NULL,65,130,60,95,110,65,525,228,Fire Stone
137,137,Porygon,NULL,36.5,Normal,NULL,Trace,Download,Analytic,NULL,65,60,70,85,75,40,395,NULL,NULL
138,138,Omanyte,NULL,7.5,Rock,Water,Swift Swim,Shell Armor,Weak Armor,NULL,35,40,100,90,55,35,355,NULL,NULL
139,139,Omastar,NULL,35,Rock,Water,Swift Swim,Shell Armor,Weak Armor,NULL,70,60,125,115,70,55,495,233,Level 40
140,140,Kabuto,NULL,11.5,Rock,Water,Swift Swim,Battle Armor,Weak Armor,NULL,30,80,90,55,45,55,355,NULL,NULL
141,141,Kabutops,NULL,40.5,Rock,Water,Swift Swim,Battle Armor,Weak Armor,NULL,60,115,105,65,70,80,495,235,Level 40
142,142,Aerodactyl,NULL,59,Rock,Flying,Rock Head,Pressure,Unnerve,NULL,80,105,65,60,75,130,515,NULL,NULL
2167,142,Aerodactyl,Mega,79,Rock,Flying,Tough Claws,NULL,NULL,NULL,80,135,85,70,95,150,615,NULL,NULL
143,143,Snorlax,NULL,460,Normal,NULL,Immunity,Thick Fat,Gluttony,NULL,160,110,65,65,110,30,540,644,NULL
2168,143,Snorlax,Gigantamax,0,Normal,NULL,Immunity,Thick Fat,Gluttony,NULL,160,110,65,65,110,30,540,NULL,NULL
144,144,Articuno,NULL,55.4,Ice,Flying,Pressure,NULL,Snow Cloak,NULL,90,85,100,95,125,85,580,NULL,NULL
2169,144,Articuno,Galar,50.9,Psychic,Flying,Competitive,NULL,NULL,NULL,90,85,85,125,100,95,580,NULL,NULL
145,145,Zapdos,NULL,52.6,Electric,Flying,Pressure,NULL,Static,NULL,90,90,85,125,90,100,580,NULL,NULL
2170,145,Zapdos,Galar,58.2,Fighting,Flying,Defiant,NULL,NULL,NULL,90,125,90,85,90,100,580,NULL,NULL
146,146,Moltres,NULL,60,Fire,Flying,Pressure,NULL,Flame Body,NULL,90,100,90,125,85,90,580,NULL,NULL
2171,146,Moltres,Galar,66,Dark,Flying,Berserk,NULL,NULL,NULL,90,85,90,100,125,90,580,NULL,NULL
147,147,Dratini,NULL,3.3,Dragon,NULL,Shed Skin,NULL,Marvel Scale,NULL,41,64,45,50,50,50,300,NULL,NULL
148,148,Dragonair,NULL,16.5,Dragon,NULL,Shed Skin,NULL,Marvel Scale,NULL,61,84,65,70,70,70,420,242,Level 30
149,149,Dragonite,NULL,210,Dragon,Flying,Inner Focus,NULL,Multiscale,NULL,91,134,95,100,100,80,600,243,Level 55
150,150,Mewtwo,NULL,122,Psychic,NULL,Pressure,NULL,Unnerve,NULL,106,110,90,154,90,130,680,NULL,NULL
2175,150,Mewtwo,Mega-Y,33,Psychic,NULL,Insomnia,NULL,NULL,NULL,106,150,70,194,120,140,780,NULL,NULL
2176,150,Mewtwo,Mega-X,127,Psychic,Fighting,Steadfast,NULL,NULL,NULL,106,190,100,154,100,130,780,NULL,NULL
151,151,Mew,NULL,4,Psychic,NULL,Synchronize,NULL,NULL,NULL,100,100,100,100,100,100,600,NULL,NULL
152,152,Chikorita,NULL,6.4,Grass,NULL,Overgrow,NULL,Leaf Guard,NULL,45,49,65,49,65,45,318,NULL,NULL
153,153,Bayleef,NULL,15.8,Grass,NULL,Overgrow,NULL,Leaf Guard,NULL,60,62,80,63,80,60,405,245,Level 16
154,154,Meganium,NULL,100.5,Grass,NULL,Overgrow,NULL,Leaf Guard,NULL,80,82,100,83,100,80,525,246,Level 32
155,155,Cyndaquil,NULL,7.9,Fire,NULL,Blaze,NULL,Flash Fire,NULL,39,52,43,60,50,65,309,NULL,NULL
156,156,Quilava,NULL,19,Fire,NULL,Blaze,NULL,Flash Fire,NULL,58,64,58,80,65,80,405,248,Level 14
157,157,Typhlosion,NULL,79.5,Fire,NULL,Blaze,NULL,Flash Fire,NULL,78,84,78,109,85,100,534,249,Level 36
2183,157,Typhlosion,Hisui,69.8,Fire,Ghost,Blaze,NULL,Frisk,NULL,73,84,78,119,85,95,534,249,Level 36 in Hisui
2184,157,Typhlosion,Hisui,69.8,Fire,Ghost,Blaze,NULL,Frisk,NULL,73,84,78,119,85,95,534,249,NULL
158,158,Totodile,NULL,9.5,Water,NULL,Torrent,NULL,Sheer Force,NULL,50,65,64,44,48,43,314,NULL,NULL
159,159,Croconaw,NULL,25,Water,NULL,Torrent,NULL,Sheer Force,NULL,65,80,80,59,63,58,405,251,Level 18
160,160,Feraligatr,NULL,88.8,Water,NULL,Torrent,NULL,Sheer Force,NULL,85,105,100,79,83,78,530,252,Level 30
161,161,Sentret,NULL,6,Normal,NULL,Run Away,Keen Eye,Frisk,NULL,35,46,34,35,45,20,215,NULL,NULL
162,162,Furret,NULL,32.5,Normal,NULL,Run Away,Keen Eye,Frisk,NULL,85,76,64,45,55,90,415,254,Level 15
163,163,Hoothoot,NULL,21.2,Normal,Flying,Insomnia,Keen Eye,Tinted Lens,NULL,60,30,30,36,56,50,262,NULL,NULL
164,164,Noctowl,NULL,40.8,Normal,Flying,Insomnia,Keen Eye,Tinted Lens,NULL,100,50,50,86,96,70,452,256,Level 20
165,165,Ledyba,NULL,10.8,Bug,Flying,Swarm,Early Bird,Rattled,NULL,40,20,30,40,80,55,265,NULL,NULL
166,166,Ledian,NULL,35.6,Bug,Flying,Swarm,Early Bird,Iron Fist,NULL,55,35,50,55,110,85,390,258,Level 18
167,167,Spinarak,NULL,8.5,Bug,Poison,Swarm,Insomnia,Sniper,NULL,40,60,40,40,40,30,250,NULL,NULL
168,168,Ariados,NULL,33.5,Bug,Poison,Swarm,Insomnia,Sniper,NULL,70,90,70,60,70,40,400,260,Level 22
169,169,Crobat,NULL,75,Poison,Flying,Inner Focus,NULL,Infiltrator,NULL,85,90,80,70,80,130,535,62,NULL
170,170,Chinchou,NULL,12,Water,Electric,Volt Absorb,Illuminate,Water Absorb,NULL,75,38,38,56,56,67,330,NULL,NULL
171,171,Lanturn,NULL,22.5,Water,Electric,Volt Absorb,Illuminate,Water Absorb,NULL,125,58,58,76,76,67,460,262,Level 27
172,172,Pichu,NULL,2,Electric,NULL,Static,NULL,Lightning Rod,NULL,20,40,15,35,35,60,205,NULL,NULL
173,173,Cleffa,NULL,3,Fairy,NULL,Cute Charm,Magic Bounce,Friend Guard,NULL,50,25,28,45,55,15,218,NULL,NULL
174,174,Igglybuff,NULL,1,Normal,Fairy,Cute Charm,Competitive,Friend Guard,NULL,90,30,15,40,20,15,210,NULL,NULL
175,175,Togepi,NULL,1.5,Fairy,NULL,Hustle,Serene Grace,Super Luck,NULL,35,20,65,40,65,20,245,NULL,NULL
176,176,Togetic,NULL,3.2,Fairy,Flying,Hustle,Serene Grace,Super Luck,NULL,55,40,85,80,105,40,405,264,NULL
177,177,Natu,NULL,2,Psychic,Flying,Synchronize,Early Bird,Magic Bounce,NULL,40,50,45,70,45,70,320,NULL,NULL
178,178,Xatu,NULL,15,Psychic,Flying,Synchronize,Early Bird,Magic Bounce,NULL,65,75,70,95,70,95,470,266,Level 25
179,179,Mareep,NULL,7.8,Electric,NULL,Static,NULL,Plus,NULL,55,40,40,65,45,35,280,NULL,NULL
180,180,Flaaffy,NULL,13.3,Electric,NULL,Static,NULL,Plus,NULL,70,55,55,80,60,45,365,278,Level 15
181,181,Ampharos,NULL,61.5,Electric,NULL,Static,NULL,Plus,NULL,90,75,85,115,90,55,510,279,Level 30
2208,181,Ampharos,Mega,61.5,Electric,Dragon,Mold Breaker,NULL,NULL,NULL,90,95,105,165,110,45,610,NULL,NULL
182,182,Bellossom,NULL,5.8,Grass,NULL,Chlorophyll,NULL,Healer,NULL,75,80,95,90,100,50,490,65,Sun Stone
183,183,Marill,NULL,8.5,Water,Fairy,Thick Fat,Huge Power,Sap Sipper,NULL,70,20,50,20,50,40,250,426,NULL
184,184,Azumarill,NULL,28.5,Water,Fairy,Thick Fat,Huge Power,Sap Sipper,NULL,100,50,80,60,80,50,420,283,Level 18
185,185,Sudowoodo,NULL,38,Rock,NULL,Sturdy,Rock Head,Rattled,NULL,70,110,115,30,65,30,420,636,Knowing Mimic
186,186,Politoed,NULL,33.9,Water,NULL,Water Absorb,Damp,Drizzle,NULL,90,75,75,90,100,70,500,982,King's Rock
187,187,Hoppip,NULL,0.5,Grass,Flying,Chlorophyll,Leaf Guard,Infiltrator,NULL,35,35,40,35,55,50,250,NULL,NULL
188,188,Skiploom,NULL,1,Grass,Flying,Chlorophyll,Leaf Guard,Infiltrator,NULL,55,45,50,45,65,80,340,287,Level 18
189,189,Jumpluff,NULL,3,Grass,Flying,Chlorophyll,Leaf Guard,Infiltrator,NULL,75,55,70,55,95,110,460,288,Level 27
190,190,Aipom,NULL,11.5,Normal,NULL,Run Away,Pickup,Skill Link,NULL,55,70,55,40,55,85,360,NULL,NULL
191,191,Sunkern,NULL,1.8,Grass,NULL,Chlorophyll,Solar Power,Early Bird,NULL,30,30,30,30,30,30,180,NULL,NULL
192,192,Sunflora,NULL,8.5,Grass,NULL,Chlorophyll,Solar Power,Early Bird,NULL,75,75,55,105,85,30,425,291,Sun Stone
193,193,Yanma,NULL,38,Bug,Flying,Speed Boost,Compound Eyes,Frisk,NULL,65,65,45,75,45,95,390,NULL,NULL
194,194,Wooper,NULL,8.5,Water,Ground,Damp,Water Absorb,Unaware,NULL,55,45,45,25,25,15,210,NULL,NULL
2221,194,Wooper,Paldea,11,Poison,Ground,Poison Point,Water Absorb,NULL,NULL,55,45,45,25,25,15,210,NULL,NULL
195,195,Quagsire,NULL,75,Water,Ground,Damp,Water Absorb,Unaware,NULL,95,85,85,65,65,35,430,294,Level 20
196,196,Espeon,NULL,26.5,Psychic,NULL,Synchronize,NULL,Magic Bounce,NULL,65,65,60,130,95,110,525,228,During The Day
197,197,Umbreon,NULL,27,Dark,NULL,Synchronize,NULL,Inner Focus,NULL,95,65,110,60,130,65,525,228,During The Night
198,198,Murkrow,NULL,2.1,Dark,Flying,Insomnia,Super Luck,Prankster,NULL,60,85,42,85,42,91,405,NULL,NULL
199,199,Slowking,NULL,79.5,Water,Psychic,Oblivious,Own Tempo,Regenerator,NULL,95,75,80,100,110,30,490,1319,King's Rock
2226,199,Slowking,Galar,79.5,Poison,Psychic,Curious Medicine,Own Tempo,Regenerator,NULL,95,65,80,110,110,30,490,1366,Galarica Wreath
200,200,Misdreavus,NULL,1,Ghost,NULL,Levitate,NULL,NULL,NULL,60,60,60,85,85,85,435,NULL,NULL
201,201,Unown,NULL,5,Psychic,NULL,Levitate,NULL,NULL,NULL,48,72,48,72,48,48,336,NULL,NULL
2228,201,Unown,Z,5,Psychic,NULL,Levitate,NULL,NULL,NULL,48,72,48,72,48,48,336,NULL,NULL
2229,201,Unown,Y,5,Psychic,NULL,Levitate,NULL,NULL,NULL,48,72,48,72,48,48,336,NULL,NULL
2230,201,Unown,X,5,Psychic,NULL,Levitate,NULL,NULL,NULL,48,72,48,72,48,48,336,NULL,NULL
2231,201,Unown,W,5,Psychic,NULL,Levitate,NULL,NULL,NULL,48,72,48,72,48,48,336,NULL,NULL
2232,201,Unown,V,5,Psychic,NULL,Levitate,NULL,NULL,NULL,48,72,48,72,48,48,336,NULL,NULL
2233,201,Unown,U,5,Psychic,NULL,Levitate,NULL,NULL,NULL,48,72,48,72,48,48,336,NULL,NULL
2234,201,Unown,T,5,Psychic,NULL,Levitate,NULL,NULL,NULL,48,72,48,72,48,48,336,NULL,NULL
2235,201,Unown,S,5,Psychic,NULL,Levitate,NULL,NULL,NULL,48,72,48,72,48,48,336,NULL,NULL
2236,201,Unown,R,5,Psychic,NULL,Levitate,NULL,NULL,NULL,48,72,48,72,48,48,336,NULL,NULL
2237,201,Unown,Q,5,Psychic,NULL,Levitate,NULL,NULL,NULL,48,72,48,72,48,48,336,NULL,NULL
2238,201,Unown,P,5,Psychic,NULL,Levitate,NULL,NULL,NULL,48,72,48,72,48,48,336,NULL,NULL
2239,201,Unown,O,5,Psychic,NULL,Levitate,NULL,NULL,NULL,48,72,48,72,48,48,336,NULL,NULL
2240,201,Unown,N,5,Psychic,NULL,Levitate,NULL,NULL,NULL,48,72,48,72,48,48,336,NULL,NULL
2241,201,Unown,M,5,Psychic,NULL,Levitate,NULL,NULL,NULL,48,72,48,72,48,48,336,NULL,NULL
2242,201,Unown,L,5,Psychic,NULL,Levitate,NULL,NULL,NULL,48,72,48,72,48,48,336,NULL,NULL
2243,201,Unown,K,5,Psychic,NULL,Levitate,NULL,NULL,NULL,48,72,48,72,48,48,336,NULL,NULL
2244,201,Unown,J,5,Psychic,NULL,Levitate,NULL,NULL,NULL,48,72,48,72,48,48,336,NULL,NULL
2245,201,Unown,I,5,Psychic,NULL,Levitate,NULL,NULL,NULL,48,72,48,72,48,48,336,NULL,NULL
2246,201,Unown,H,5,Psychic,NULL,Levitate,NULL,NULL,NULL,48,72,48,72,48,48,336,NULL,NULL
2247,201,Unown,G,5,Psychic,NULL,Levitate,NULL,NULL,NULL,48,72,48,72,48,48,336,NULL,NULL
2248,201,Unown,E,5,Psychic,NULL,Levitate,NULL,NULL,NULL,48,72,48,72,48,48,336,NULL,NULL
2249,201,Unown,D,5,Psychic,NULL,Levitate,NULL,NULL,NULL,48,72,48,72,48,48,336,NULL,NULL
2250,201,Unown,C,5,Psychic,NULL,Levitate,NULL,NULL,NULL,48,72,48,72,48,48,336,NULL,NULL
2251,201,Unown,B,5,Psychic,NULL,Levitate,NULL,NULL,NULL,48,72,48,72,48,48,336,NULL,NULL
2252,201,Unown,A,5,Psychic,NULL,Levitate,NULL,NULL,NULL,48,72,48,72,48,48,336,NULL,NULL
2253,201,Unown,?,5,Psychic,NULL,Levitate,NULL,NULL,NULL,48,72,48,72,48,48,336,NULL,NULL
2254,201,Unown,!,5,Psychic,NULL,Levitate,NULL,NULL,NULL,48,72,48,72,48,48,336,NULL,NULL
202,202,Wobbuffet,NULL,28.5,Psychic,NULL,Shadow Tag,NULL,Telepathy,NULL,190,33,58,33,58,33,405,488,Level 15
203,203,Girafarig,NULL,41.5,Normal,Psychic,Inner Focus,Early Bird,Sap Sipper,NULL,70,80,65,90,65,85,455,NULL,NULL
204,204,Pineco,NULL,7.2,Bug,NULL,Sturdy,NULL,Overcoat,NULL,50,65,90,35,35,15,290,NULL,NULL
205,205,Forretress,NULL,125.8,Bug,Steel,Sturdy,NULL,Overcoat,NULL,75,90,140,60,60,40,465,328,Level 31
206,206,Dunsparce,NULL,14,Normal,NULL,Serene Grace,Run Away,Rattled,NULL,100,70,70,65,65,45,415,NULL,NULL
207,207,Gligar,NULL,64.8,Ground,Flying,Hyper Cutter,Sand Veil,Immunity,NULL,65,75,105,35,65,85,430,NULL,NULL
208,208,Steelix,NULL,400,Steel,Ground,Rock Head,Sturdy,Sheer Force,NULL,75,85,200,55,65,30,510,1354,Metal Coat
2261,208,Steelix,Mega,740,Steel,Ground,Sand Force,NULL,NULL,NULL,75,125,230,55,95,30,610,NULL,NULL
209,209,Snubbull,NULL,7.8,Fairy,NULL,Intimidate,Run Away,Rattled,NULL,60,80,50,40,40,30,300,NULL,NULL
210,210,Granbull,NULL,48.7,Fairy,NULL,Intimidate,Quick Feet,Rattled,NULL,90,120,75,60,60,45,450,333,Level 23
211,211,Qwilfish,NULL,3.9,Water,Poison,Poison Point,Swift Swim,Intimidate,NULL,65,95,85,55,55,85,440,NULL,NULL
2264,211,Qwilfish,Hisui,3.9,Dark,Poison,Poison Point,Swift Swim,Intimidate,NULL,65,95,85,55,55,85,440,NULL,NULL
212,212,Scizor,NULL,118,Bug,Steel,Swarm,Technician,Light Metal,NULL,70,130,100,55,80,65,500,219,Metal Coat
2265,212,Scizor,Mega,125,Bug,Steel,Technician,NULL,NULL,NULL,70,150,140,65,100,75,600,NULL,NULL
213,213,Shuckle,NULL,20.5,Bug,Rock,Sturdy,Gluttony,Contrary,NULL,20,10,230,10,230,5,505,NULL,NULL
214,214,Heracross,NULL,54,Bug,Fighting,Swarm,Guts,Moxie,NULL,80,125,75,40,95,85,500,NULL,NULL
2267,214,Heracross,Mega,62.5,Bug,Fighting,Skill Link,NULL,NULL,NULL,80,185,115,40,105,75,600,NULL,NULL
215,215,Sneasel,NULL,28,Dark,Ice,Inner Focus,Keen Eye,Pickpocket,NULL,55,95,55,35,75,115,430,NULL,NULL
2268,215,Sneasel,Hisui,27,Fighting,Poison,Inner Focus,Keen Eye,Pickpocket,NULL,55,95,55,35,75,115,430,NULL,NULL
216,216,Teddiursa,NULL,8.8,Normal,NULL,Pickup,Quick Feet,Honey Gather,NULL,60,80,50,50,50,40,330,NULL,NULL
217,217,Ursaring,NULL,125.8,Normal,NULL,Guts,Quick Feet,Unnerve,NULL,90,130,75,75,75,55,500,340,Level 30
218,218,Slugma,NULL,35,Fire,NULL,Magma Armor,Flame Body,Weak Armor,NULL,40,40,40,70,40,20,250,NULL,NULL
219,219,Magcargo,NULL,55,Fire,Rock,Magma Armor,Flame Body,Weak Armor,NULL,60,50,120,90,80,30,430,342,Level 38
220,220,Swinub,NULL,6.5,Ice,Ground,Oblivious,Snow Cloak,Thick Fat,NULL,50,50,40,30,30,50,250,NULL,NULL
221,221,Piloswine,NULL,55.8,Ice,Ground,Oblivious,Snow Cloak,Thick Fat,NULL,100,100,80,60,60,50,450,344,Level 33
222,222,Corsola,NULL,5,Water,Rock,Hustle,Natural Cure,Regenerator,NULL,65,55,95,65,95,35,410,NULL,NULL
2275,222,Corsola,Galar,0.5,Ghost,NULL,Weak Armor,NULL,Cursed Body,NULL,60,55,100,65,100,30,410,NULL,NULL
223,223,Remoraid,NULL,12,Water,NULL,Hustle,Sniper,Moody,NULL,35,65,35,65,35,65,300,NULL,NULL
224,224,Octillery,NULL,28.5,Water,NULL,Suction Cups,Sniper,Moody,NULL,75,105,75,105,75,45,480,347,Level 25
225,225,Delibird,NULL,16,Ice,Flying,Vital Spirit,NULL,Insomnia,NULL,45,55,45,65,45,75,330,NULL,NULL
226,226,Mantine,NULL,220,Water,Flying,Swift Swim,Water Absorb,Water Veil,NULL,85,40,70,80,140,70,485,656,With Remoraid In The Party
227,227,Skarmory,NULL,50.5,Steel,Flying,Keen Eye,Sturdy,Weak Armor,NULL,65,80,140,40,70,70,465,NULL,NULL
228,228,Houndour,NULL,10.8,Dark,Fire,Early Bird,Flash Fire,Unnerve,NULL,45,60,30,80,50,65,330,NULL,NULL
229,229,Houndoom,NULL,35,Dark,Fire,Early Bird,Flash Fire,Unnerve,NULL,75,90,50,110,80,95,500,352,Level 24
2282,229,Houndoom,Mega,49.5,Dark,Fire,Solar Power,NULL,NULL,NULL,75,90,90,140,90,115,600,NULL,NULL
230,230,Kingdra,NULL,152,Water,Dragon,Swift Swim,Sniper,Damp,NULL,75,95,95,95,95,85,540,213,Dragon Scale
231,231,Phanpy,NULL,33.5,Ground,NULL,Pickup,NULL,Sand Veil,NULL,90,60,60,40,40,40,330,NULL,NULL
232,232,Donphan,NULL,120,Ground,NULL,Sturdy,NULL,Sand Veil,NULL,90,120,120,60,60,50,500,355,Level 25
233,233,Porygon2,NULL,32.5,Normal,NULL,Trace,Download,Analytic,NULL,85,80,90,105,95,60,515,232,Upgrade
234,234,Stantler,NULL,71.2,Normal,NULL,Intimidate,Frisk,Sap Sipper,NULL,73,95,62,85,65,85,465,NULL,NULL
235,235,Smeargle,NULL,58,Normal,NULL,Own Tempo,Technician,Moody,NULL,55,20,35,20,45,75,250,NULL,NULL
236,236,Tyrogue,NULL,21,Fighting,NULL,Guts,Steadfast,Vital Spirit,NULL,35,35,35,35,35,35,210,NULL,NULL
237,237,Hitmontop,NULL,48,Fighting,NULL,Intimidate,Technician,Steadfast,NULL,50,95,95,35,110,70,455,360,Level 20 With Attack = Defense
238,238,Smoochum,NULL,6,Ice,Psychic,Oblivious,Forewarn,Hydration,NULL,45,30,15,85,65,65,305,NULL,NULL
239,239,Elekid,NULL,23.5,Electric,NULL,Static,NULL,Vital Spirit,NULL,45,63,37,65,55,95,360,NULL,NULL
240,240,Magby,NULL,21.4,Fire,NULL,Flame Body,NULL,Vital Spirit,NULL,45,75,37,70,55,83,365,NULL,NULL
241,241,Miltank,NULL,75.5,Normal,NULL,Thick Fat,Scrappy,Sap Sipper,NULL,95,80,105,40,70,100,490,NULL,NULL
242,242,Blissey,NULL,46.8,Normal,NULL,Natural Cure,Serene Grace,Healer,NULL,255,10,10,75,135,55,540,147,NULL
243,243,Raikou,NULL,178,Electric,NULL,Pressure,NULL,Inner Focus,NULL,90,85,75,115,100,115,580,NULL,NULL
244,244,Entei,NULL,198,Fire,NULL,Pressure,NULL,Inner Focus,NULL,115,115,85,90,75,100,580,NULL,NULL
245,245,Suicune,NULL,187,Water,NULL,Pressure,NULL,Inner Focus,NULL,100,75,115,90,115,85,580,NULL,NULL
246,246,Larvitar,NULL,72,Rock,Ground,Guts,NULL,Sand Veil,NULL,50,64,50,45,50,41,300,NULL,NULL
247,247,Pupitar,NULL,152,Rock,Ground,Shed Skin,NULL,NULL,NULL,70,84,70,65,70,51,410,370,Level 30
248,248,Tyranitar,NULL,202,Rock,Dark,Sand Stream,NULL,Unnerve,NULL,100,134,110,95,100,61,600,371,Level 55
2301,248,Tyranitar,Mega,255,Rock,Dark,Sand Stream,NULL,NULL,NULL,100,164,150,95,120,71,700,NULL,NULL
249,249,Lugia,NULL,216,Psychic,Flying,Pressure,NULL,Multiscale,NULL,106,90,130,90,154,110,680,NULL,NULL
250,250,Ho-Oh,NULL,199,Fire,Flying,Pressure,NULL,Regenerator,NULL,106,130,90,110,154,90,680,NULL,NULL
251,251,Celebi,NULL,5,Psychic,Grass,Natural Cure,NULL,NULL,NULL,100,100,100,100,100,100,600,NULL,NULL
252,252,Treecko,NULL,5,Grass,NULL,Overgrow,NULL,Unburden,NULL,40,45,35,65,55,70,310,NULL,NULL
253,253,Grovyle,NULL,21.6,Grass,NULL,Overgrow,NULL,Unburden,NULL,50,65,45,85,65,95,405,380,Level 16
254,254,Sceptile,NULL,52.2,Grass,NULL,Overgrow,NULL,Unburden,NULL,70,85,65,105,85,120,530,381,Level 36
2307,254,Sceptile,Mega,55.2,Grass,Dragon,Lightning Rod,NULL,NULL,NULL,70,110,75,145,85,145,630,NULL,NULL
255,255,Torchic,NULL,2.5,Fire,NULL,Blaze,NULL,Speed Boost,NULL,45,60,40,70,50,45,310,NULL,NULL
256,256,Combusken,NULL,19.5,Fire,Fighting,Blaze,NULL,Speed Boost,NULL,60,85,60,85,60,55,405,383,Level 16
257,257,Blaziken,NULL,52,Fire,Fighting,Blaze,NULL,Speed Boost,NULL,80,120,70,110,70,80,530,384,Level 36
2310,257,Blaziken,Mega,52,Fire,Fighting,Speed Boost,NULL,NULL,NULL,80,160,80,130,80,100,630,NULL,NULL
258,258,Mudkip,NULL,7.6,Water,NULL,Torrent,NULL,Damp,NULL,50,70,50,50,50,40,310,NULL,NULL
259,259,Marshtomp,NULL,28,Water,Ground,Torrent,NULL,Damp,NULL,70,85,70,60,70,50,405,386,Level 16
260,260,Swampert,NULL,81.9,Water,Ground,Torrent,NULL,Damp,NULL,100,110,90,85,90,60,535,387,Level 36
2313,260,Swampert,Mega,102,Water,Ground,Swift Swim,NULL,NULL,NULL,100,150,110,95,110,70,635,NULL,NULL
261,261,Poochyena,NULL,13.6,Dark,NULL,Run Away,Quick Feet,Rattled,NULL,35,55,35,30,30,35,220,NULL,NULL
262,262,Mightyena,NULL,37,Dark,NULL,Intimidate,Quick Feet,Moxie,NULL,70,90,70,60,60,70,420,389,Level 18
263,263,Zigzagoon,NULL,17.5,Normal,NULL,Pickup,Gluttony,Quick Feet,NULL,38,30,41,30,41,60,240,NULL,NULL
2316,263,Zigzagoon,Galar,17.5,Dark,Normal,Pickup,Gluttony,Quick Feet,NULL,38,30,41,30,41,60,240,NULL,NULL
264,264,Linoone,NULL,32.5,Normal,NULL,Pickup,Gluttony,Quick Feet,NULL,78,70,61,50,61,100,420,391,Level 20
2317,264,Linoone,Galar,32.5,Dark,Normal,Pickup,Gluttony,Quick Feet,NULL,78,70,61,50,61,100,420,1466,Level 20
265,265,Wurmple,NULL,3.6,Bug,NULL,Shield Dust,NULL,Run Away,NULL,45,45,35,20,30,20,195,NULL,NULL
266,266,Silcoon,NULL,10,Bug,NULL,Shed Skin,NULL,NULL,NULL,50,35,55,25,25,15,205,393,Level 7 Based On Personality Value
267,267,Beautifly,NULL,28.4,Bug,Flying,Swarm,NULL,Rivalry,NULL,60,70,50,100,50,65,395,394,Level 10
268,268,Cascoon,NULL,11.5,Bug,NULL,Shed Skin,NULL,NULL,NULL,50,35,55,25,25,15,205,393,Level 7 Based On Personality Value
269,269,Dustox,NULL,31.6,Bug,Poison,Shield Dust,NULL,Compound Eyes,NULL,60,50,70,50,90,65,385,396,Level 10
270,270,Lotad,NULL,2.6,Water,Grass,Swift Swim,Rain Dish,Own Tempo,NULL,40,30,30,40,50,30,220,NULL,NULL
271,271,Lombre,NULL,32.5,Water,Grass,Swift Swim,Rain Dish,Own Tempo,NULL,60,50,50,60,70,50,340,398,Level 14
272,272,Ludicolo,NULL,55,Water,Grass,Swift Swim,Rain Dish,Own Tempo,NULL,80,70,70,90,100,70,480,399,Water Stone
273,273,Seedot,NULL,4,Grass,NULL,Chlorophyll,Early Bird,Pickpocket,NULL,40,40,50,30,30,30,220,NULL,NULL
274,274,Nuzleaf,NULL,28,Grass,Dark,Chlorophyll,Early Bird,Pickpocket,NULL,70,70,40,60,40,60,340,401,Level 14
275,275,Shiftry,NULL,59.6,Grass,Dark,Chlorophyll,Wind Rider,Pickpocket,NULL,90,100,60,90,60,80,480,402,Leaf Stone
276,276,Taillow,NULL,2.3,Normal,Flying,Guts,NULL,Scrappy,NULL,40,55,30,30,30,85,270,NULL,NULL
277,277,Swellow,NULL,19.8,Normal,Flying,Guts,NULL,Scrappy,NULL,60,85,60,75,50,125,455,404,Level 22
